Issue code,Issue name,Market type,Company category,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"340360","Davolink","KOSDAQ","More significant investment(none market division)","1581","-138","-8.03","1719","1725","1578","678044","1103315142","80651409129","51012909"
"373160","Day1 Company","KOSDAQ","New growth company","5200","30","0.58","5200","5290","5110","48561","252236900","71787138800","13805219"
"194480","Devsisters","KOSDAQ","Venture business","23400","-3700","-13.65","27000","27100","23100","485852","11902495450","283822110000","12129150"
"206560","Dexter studios","KOSDAQ","New growth company","2945","-185","-5.91","3135","3185","2945","59828","180028254","74837562520","25411736"
"113810","Dgenx","KOSDAQ","Enterprise of middle standing","696","-19","-2.66","722","727","693","285172","201455650","22709123496","32628051"
"197140","DigiCAP","KOSDAQ","Venture business","1857","-98","-5.01","1955","1960","1850","16101","31350338","24165426978","13013154"
"068930","Digital DS","KOSDAQ","Blue chip company","8000","-280","-3.38","8340","8370","7900","98476","790667595","221402736000","27675342"
"028100","Dong Ah E&C","KOSPI",,"17650","-560","-3.08","18210","18410","17410","29554","525053955","236324710300","13389502"
"240550","DongBang Medical","KOSDAQ","Venture business","6300","-480","-7.08","6800","6820","6260","112679","729510680","131883822000","20933940"
"006620","DongKoo Bio & Pharma","KOSDAQ","Blue chip company","5070","-210","-3.98","5280","5300","4995","128638","656275735","144317509440","28464992"
"303810","DongKook Life Science","KOSDAQ","Enterprise of middle standing","3330","-360","-9.76","3690","3690","3325","1072415","3726544405","106507186200","31984140"
"086450","DongKook Pharm","KOSDAQ GLOBAL","Blue chip company","27850","-1150","-3.97","28250","30200","27050","1758762","49724285300","1259667197000","45230420"
"170900","Donga ST","KOSPI",,"43900","-1600","-3.52","45700","46050","43650","18970","849799850","406891232700","9268593"
"000640","Donga Socio Holdings","KOSPI",,"93300","-1900","-2.00","96400","96400","92300","22246","2076626550","609849292200","6536434"
"007590","DongbangAgro","KOSPI",,"5830","-30","-0.51","5870","5900","5800","12733","74437765","79390473910","13617577"
"004140","DongbangTrnspt&Log","KOSPI",,"2680","-175","-6.13","2850","2895","2680","2192066","6096805941","128564332880","47971766"
"005960","Dongbu Corporation","KOSPI",,"8210","-220","-2.61","8600","8880","8000","278537","2329262375","188392103230","22946663"
"005965","Dongbu(1P)","KOSPI",,"18400","-220","-1.18","18690","18690","18400","1412","26301830","4153468800","225732"
"023790","Dongil Steelux","KOSDAQ","Enterprise of middle standing","1039","117","12.69","931","1198","931","10691956","12055994536","27159062063","26139617"
"032960","DongilTech","KOSDAQ","Enterprise of middle standing","15280","-700","-4.38","16730","16820","15130","15926","254742840","53764131600","3518595"
"100130","Dongkuk S&C","KOSDAQ","Enterprise of middle standing","2315","-70","-2.94","2405","2425","2260","296882","693507913","132286045000","57143000"
"025950","DongshinE&C","KOSDAQ","Blue chip company","14470","-1080","-6.95","15560","15780","14400","40070","599177995","121548000000","8400000"
"002210","DongsungPharm","KOSPI",,"973","0","0.00","0","0","0","0","0","25900780311","26619507"
"000020","DongwhaPharm","KOSPI",,"5830","-100","-1.69","5960","5980","5800","60961","357677200","162840470100","27931470"
"013120","Dongwon","KOSDAQ","Blue chip company","2815","-110","-3.76","2950","2980","2800","177153","508353520","255624801500","90808100"
"030720","DongwonFish","KOSPI",,"5850","-50","-0.85","5900","5930","5800","10531","61586920","27224759250","4653805"
"006040","DongwonInd","KOSPI",,"37500","-1600","-4.09","39550","39550","37300","72656","2779027550","1655549475000","44147986"
"241560","Doosan Bobcat","KOSPI",,"60000","-2600","-4.15","62600","64200","59200","320693","19696509500","5751363900000","95856065"
"034020","Doosan Enerbility","KOSPI",,"93600","-6000","-6.02","100500","101400","92500","5180190","499879012350","59956523265600","640561146"
"454910","Doosan Robotics","KOSPI",,"82600","-2000","-2.36","89000","89100","81200","273693","23315921650","5354130348000","64819980"
"336260","Doosanfc","KOSPI",,"35350","-1050","-2.88","37500","38350","34750","590571","21488758825","2315203214100","65493726"
"33626K","Doosanfc(1P)","KOSPI",,"6990","-90","-1.27","7110","7290","6870","24413","172629205","93415758000","13364200"
"33626L","Doosanfc(2PB)","KOSPI",,"9360","-130","-1.37","9630","9630","9180","2875","26867080","27951768000","2986300"
"192080","DoubleUGames","KOSPI",,"49150","-1650","-3.25","50800","51700","48950","56132","2790647225","1040675952200","21173468"
"030350","Dragonfly","KOSDAQ","Issues for administration(none market division)","973","0","0.00","0","0","0","0","0","15171092867","15592079"
"203650","Dream Security","KOSDAQ","Enterprise of middle standing","1560","-85","-5.17","1661","1690","1546","845770","1335894981","149187236640","95632844"
"223250","DreamCIS","KOSDAQ","Enterprise of middle standing","4645","-355","-7.10","5010","5080","4565","95531","451795828","114162441050","24577490"
"060570","Dreamus","KOSDAQ","Enterprise of middle standing","1267","-30","-2.31","1297","1308","1230","51208","64959552","93886692991","74101573"
"187220","Dt&C","KOSDAQ","Enterprise of middle standing","2920","-165","-5.35","3085","3120","2780","96293","285059035","33652804360","11524933"
"317330","Duksan Techopia","KOSDAQ","Enterprise of middle standing","17880","-880","-4.69","18500","19570","17700","435439","8193640925","366121321920","20476584"
"090410","Dukshinepc","KOSDAQ","Blue chip company","1173","-42","-3.46","1215","1220","1163","154002","182370019","54056643435","46084095"
"004830","Duksung","KOSPI",,"4290","-95","-2.17","4380","4435","4180","150590","643231455","67267200000","15680000"
"004835","Duksung(1P)","KOSPI",,"6040","-120","-1.95","6170","6190","5880","6721","40209380","8407680000","1392000"
"145210","Dynamic Design","KOSPI",,"224","0","0.00","0","0","0","0","0","9461013632","42236668"
"088260","E KOCREF","KOSPI",,"4830","30","0.63","4800","4845","4670","46393","222403310","305939879700","63341590"
"084680","E-WORLD","KOSPI",,"1557","-63","-3.89","1620","1644","1551","525545","849215622","220792242501","141806193"
"017940","E1","KOSPI",,"98800","-500","-0.50","99700","100600","97700","27620","2735615400","677768000000","6860000"
"418620","E8","KOSDAQ","New growth company","1269","-101","-7.37","1370","1370","1250","102532","132736059","25190255313","19850477"
"039020","EAGON HOLDINGS","KOSDAQ","Enterprise of middle standing","3090","-150","-4.63","3250","3305","3090","94853","297760328","69786750810","22584709"
"353810","EASYBIO","KOSDAQ","Blue chip company","7250","110","1.54","7290","7660","7050","368967","2717488040","239843920000","33081920"
"208850","EB TECH","KONEX","General Company-Division","5050","0","0.00","5050","5050","5050","200","1010000","14242262500","2820250"
"230360","ECHO","KOSDAQ","Blue chip company","15920","0","0.00","15920","15960","15920","7399","117960050","493500227360","30998758"
"128540","ECOCAB","KOSDAQ","Blue chip company","1770","-93","-4.99","1863","1895","1770","170857","310563075","47242114200","26690460"
"448280","ECOEYE","KOSDAQ","Enterprise of middle standing","11220","-150","-1.32","11420","11580","10880","49810","558906170","332461267380","29631129"
"038110","ECOPLASTIC","KOSDAQ","Blue chip company","3975","280","7.58","3705","4525","3595","45001085","184997009970","163648245750","41169370"
"086520","ECOPRO","KOSDAQ GLOBAL","Enterprise of middle standing","142400","-6700","-4.49","151200","155200","140800","1867870","275005445800","19334524044800","135776152"
"383310","ECOPRO HN","KOSDAQ","Blue chip company","29200","-1500","-4.89","30850","31700","28950","280208","8501464825","612468014400","20974932"
"450080","ECOPRO MAT","KOSPI",,"70700","-1900","-2.62","72800","77900","69700","4283542","319617776700","4988503907800","70558754"
"247540","ECOPROBM","KOSDAQ GLOBAL","Blue chip company","196900","-5100","-2.52","202500","211000","193700","728719","145846823800","19262812454600","97830434"
"067010","ECS","KOSDAQ","Venture business","2195","-25","-1.13","2240","2260","2180","34832","76805555","23900257500","10888500"
"245620","EDGC","KOSDAQ","Issues for administration(none market division)","415","0","0.00","0","0","0","0","0","57474989665","138493951"
"037370","EG","KOSDAQ","Venture business","5040","-70","-1.37","5150","5150","4900","17553","88166286","43469858880","8624972"
"261520","EGIS","KOSDAQ","New growth company","7940","-860","-9.77","8970","8970","7850","117667","963466950","81605732000","10277800"
"377330","EGT","KOSDAQ","New growth company","3225","-105","-3.15","3335","3385","3150","9166","29916897","26251351650","8139954"
"041520","ELC","KOSDAQ","More significant investment(none market division)","8620","-540","-5.90","9160","9160","8560","58312","513047220","105066852600","12188730"
"037950","ELCOMTEC","KOSDAQ","Enterprise of middle standing","707","-16","-2.21","727","730","707","328321","235482532","59704395933","84447519"
"063760","ELP","KOSDAQ","Venture business","2865","-5","-0.17","2880","3080","2850","194365","576099828","26716497450","9325130"
"065440","ELUON","KOSDAQ","Venture business","2740","10","0.37","2890","3035","2695","14894552","42417775843","74733554800","27275020"
"091120","EM-Tech","KOSDAQ","Enterprise of middle standing","6140","-400","-6.12","6540","6800","6090","96924","608093880","105196227040","17132936"
"278990","EMB","KONEX","General Company-Division","3450","260","8.15","3300","3450","3300","401","1372600","27823480650","8064777"
"095190","EMKOREA","KOSDAQ","Enterprise of middle standing","2195","-95","-4.15","2300","2325","2150","141889","317334102","143246714090","65260462"
"123570","EMNET","KOSDAQ","Enterprise of middle standing","1855","-72","-3.74","1937","1937","1855","33424","62857025","41322124690","22276078"
"058970","EMRO","KOSDAQ","New growth company","26900","-1000","-3.58","28150","28200","26050","75193","2020609725","332508317600","12360904"
"083470","EMnI","KOSDAQ","Venture business","1080","46","4.45","1035","1118","1035","887308","958569945","23047555320","21340329"
"352940","ENBIO","KOSDAQ","Venture business","2140","20","0.94","2120","2275","2120","100994","223382943","23256942200","10867730"
"456070","ENCell","KOSDAQ","New growth company","14800","-1220","-7.62","15970","16200","14630","170084","2590602340","162447464000","10976180"
"019990","ENERTORK","KOSDAQ","Enterprise of middle standing","8290","-700","-7.79","9100","9110","8230","163740","1396281005","80877969520","9756088"
"102710","ENF","KOSDAQ","Blue chip company","47200","-3800","-7.45","51100","51400","46350","166377","8050786125","674385859200","14287836"
"419080","ENJET","KOSDAQ","New growth company","4845","-375","-7.18","5300","5300","4800","76895","382634690","51769488765","10685137"
"074610","ENPLUS","KOSPI",,"5110","0","0.00","0","0","0","0","0","44815400070","8770137"
"317870","ENVIONEER","KOSDAQ","New growth company","8680","-150","-1.70","9030","9060","8530","17891","156083030","76747648600","8841895"
"183490","ENZYCHEM LSC","KOSDAQ","Issues for administration(none market division)","990","0","0.00","0","0","0","0","0","84214906380","85065562"
"039030","EO Technics","KOSDAQ GLOBAL","Blue chip company","397500","-37500","-8.62","431000","437000","396000","94991","39124943500","4897021125000","12319550"
"294090","EOFlow","KOSDAQ","Issues for administration(none market division)","1490","0","0.00","0","0","0","0","0","61997566450","41609105"
"224810","EOMJIHOUSE","KONEX","General Company-Division","1920","108","5.96","1918","1920","1918","6323","12139904","8064000000","4200000"
"435570","ERCOHS","KOSDAQ","Venture business","9770","-410","-4.03","10080","10270","9530","32948","321245405","74417923910","7616983"
"050120","ES CUBE","KOSDAQ","Enterprise of middle standing","2470","-10","-0.40","2455","2490","2430","5775","14168280","33503292420","13564086"
"365550","ESRKSREIT","KOSPI",,"4500","155","3.57","4380","4530","4375","713429","3182002397","1107400500000","246089000"
"239340","ESTaid","KOSDAQ","Enterprise of middle standing","1319","-70","-5.04","1395","1400","1312","18201","24673002","35586137246","26979634"
"069510","ESTec","KOSDAQ","Blue chip company","14790","-150","-1.00","14940","15020","14550","12050","177881280","161358900000","10910000"
"047560","ESTsoft","KOSDAQ","Enterprise of middle standing","12950","-390","-2.92","13290","13590","12520","59247","759553290","151996506900","11737182"
"458350","ESteem","KOSDAQ","Enterprise of middle standing","9240","-640","-6.48","9930","10190","9150","283102","2759042955","80232768000","8683200"
"023410","EUGENE","KOSDAQ","Blue chip company","3885","-115","-2.88","4055","4060","3800","296114","1149877926","300352702755","77310863"
"001200","EUGENEIS","KOSPI",,"4415","-350","-7.35","4775","4780","4365","1177228","5319288205","427665235470","96866418"
"000700","EUSU HOLDINGS","KOSPI",,"6060","-610","-9.15","6560","6560","5910","262519","1624465735","157813380720","26041812"
"131400","EV.A.M.","KOSDAQ","Venture business","1493","-81","-5.15","1581","1724","1488","2338325","3755440641","88970679826","59591882"
"088290","EWON COMFORT","KOSDAQ","Issues for administration(none market division)","447","-5","-1.11","452","477","420","215474","94896656","17826522708","39880364"
"054940","EXA E&C","KOSDAQ","Enterprise of middle standing","694","-26","-3.61","720","727","694","247332","175973192","23022442312","33173548"
"092870","EXICON","KOSDAQ","Blue chip company","25750","-2150","-7.71","28200","28400","25100","197930","5220596525","336058022750","13050797"
"019490","EXICURE HITRON","KOSPI",,"541","0","0.00","0","0","0","0","0","41349858070","76432270"
"031310","EYESVISION","KOSDAQ","Enterprise of middle standing","1643","-117","-6.65","1766","1791","1642","1235549","2098874230","43301335649","26355043"
"044960","Eagle Vet. Tech","KOSDAQ","Enterprise of middle standing","3750","-130","-3.35","3885","3905","3740","63600","242231091","47407061250","12641883"
"008250","EagonInd","KOSPI",,"3665","-165","-4.31","3830","3840","3665","17010","63813394","40141407275","10952635"
"900110","East Asia Holdings","KOSDAQ","Foreign company(none market division)","790","6","0.77","784","813","777","86260","68270113","29131048550","36874745"
"035810","EasyHoldings","KOSDAQ","Blue chip company","5460","-230","-4.04","5690","5780","5400","428309","2380572375","352258370100","64516185"
"478110","Ebest No 6 SPAC","KOSDAQ","SPAC(none market division)","2030","0","0.00","2030","2030","2025","15","30400","10190600000","5020000"
"097780","Eco Volt","KOSDAQ","Enterprise of middle standing","791","-9","-1.13","799","807","782","48966","38608414","50161980064","63415904"
